00610,浦河沖１００ｋｍ,うらかわおき１００ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01403,青森東方沖３０ｋｍ,あおもりとうほうおき３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01404,青森東方沖４０ｋｍ,あおもりとうほうおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01405,青森東方沖５０ｋｍ,あおもりとうほうおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01406,青森東方沖６０ｋｍ,あおもりとうほうおき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01408,青森東方沖８０ｋｍ,あおもりとうほうおき８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01409,青森東方沖９０ｋｍ,あおもりとうほうおき９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01410,青森東方沖１００ｋｍ,あおもりとうほうおき１００ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01412,青森東方沖１２０ｋｍ,あおもりとうほうおき１２０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01416,青森東方沖１６０ｋｍ,あおもりとうほうおき１６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01418,青森東方沖１８０ｋｍ,あおもりとうほうおき１８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01420,青森東方沖２００ｋｍ,あおもりとうほうおき２００ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01603,岩手沖３０ｋｍ,いわておき３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01604,岩手沖４０ｋｍ,いわておき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01606,岩手沖６０ｋｍ,いわておき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01607,岩手沖７０ｋｍ,いわておき７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01608,岩手沖８０ｋｍ,いわておき８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01609,岩手沖９０ｋｍ,いわておき９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01611,岩手沖１１０ｋｍ,いわておき１１０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01612,岩手沖１２０ｋｍ,いわておき１２０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01614,岩手沖１４０ｋｍ,いわておき１４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01615,岩手沖１５０ｋｍ,いわておき１５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01616,岩手沖１６０ｋｍ,いわておき１６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01617,岩手沖１７０ｋｍ,いわておき１７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01703,宮城沖３０ｋｍ,みやぎおき３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01704,宮城沖４０ｋｍ,みやぎおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01705,宮城沖５０ｋｍ,みやぎおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01706,宮城沖６０ｋｍ,みやぎおき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01708,宮城沖８０ｋｍ,みやぎおき８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01709,宮城沖９０ｋｍ,みやぎおき９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01711,宮城沖１１０ｋｍ,みやぎおき１１０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01712,宮城沖１２０ｋｍ,みやぎおき１２０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01713,宮城沖１３０ｋｍ,みやぎおき１３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01714,宮城沖１４０ｋｍ,みやぎおき１４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01715,宮城沖１５０ｋｍ,みやぎおき１５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01716,宮城沖１６０ｋｍ,みやぎおき１６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01718,宮城沖１８０ｋｍ,みやぎおき１８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
01719,宮城沖１９０ｋｍ,みやぎおき１９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02003,福島沖３０ｋｍ,ふくしまおき３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02005,福島沖５０ｋｍ,ふくしまおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02007,福島沖７０ｋｍ,ふくしまおき７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02009,福島沖９０ｋｍ,ふくしまおき９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02010,福島沖１００ｋｍ,ふくしまおき１００ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02012,福島沖１２０ｋｍ,ふくしまおき１２０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02013,福島沖１３０ｋｍ,ふくしまおき１３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02014,福島沖１４０ｋｍ,ふくしまおき１４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02016,福島沖１６０ｋｍ,ふくしまおき１６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02017,福島沖１７０ｋｍ,ふくしまおき１７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02018,福島沖１８０ｋｍ,ふくしまおき１８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02104,茨城沖４０ｋｍ,いばらきおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02105,茨城沖５０ｋｍ,いばらきおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02106,茨城沖６０ｋｍ,いばらきおき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02107,茨城沖７０ｋｍ,いばらきおき７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02109,茨城沖９０ｋｍ,いばらきおき９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02111,茨城沖１１０ｋｍ,いばらきおき１１０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02112,茨城沖１２０ｋｍ,いばらきおき１２０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02114,茨城沖１４０ｋｍ,いばらきおき１４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02116,茨城沖１６０ｋｍ,いばらきおき１６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02204,千葉東方沖４０ｋｍ,ちばとうほうおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02205,千葉東方沖５０ｋｍ,ちばとうほうおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02206,千葉東方沖６０ｋｍ,ちばとうほうおき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02207,千葉東方沖７０ｋｍ,ちばとうほうおき７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02208,千葉東方沖８０ｋｍ,ちばとうほうおき８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02209,千葉東方沖９０ｋｍ,ちばとうほうおき９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02210,千葉東方沖１００ｋｍ,ちばとうほうおき１００ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02211,千葉東方沖１１０ｋｍ,ちばとうほうおき１１０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02303,千葉南東沖３０ｋｍ,ちばなんとうおき３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02304,千葉南東沖４０ｋｍ,ちばなんとうおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02306,千葉南東沖６０ｋｍ,ちばなんとうおき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02308,千葉南東沖８０ｋｍ,ちばなんとうおき８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02309,千葉南東沖９０ｋｍ,ちばなんとうおき９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02311,千葉南東沖１１０ｋｍ,ちばなんとうおき１１０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02312,千葉南東沖１２０ｋｍ,ちばなんとうおき１２０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
02314,千葉南東沖１４０ｋｍ,ちばなんとうおき１４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
03204,神奈川沖４０ｋｍ,かながわおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04005,静岡沖５０ｋｍ,しずおかおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04303,三重南東沖３０ｋｍ,みえなんとうおき３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04304,三重南東沖４０ｋｍ,みえなんとうおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04305,三重南東沖５０ｋｍ,みえなんとうおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04306,三重南東沖６０ｋｍ,みえなんとうおき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04307,三重南東沖７０ｋｍ,みえなんとうおき７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04308,三重南東沖８０ｋｍ,みえなんとうおき８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04309,三重南東沖９０ｋｍ,みえなんとうおき９０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04903,和歌山沖３０ｋｍ,わかやまおき３０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04904,和歌山沖４０ｋｍ,わかやまおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04905,和歌山沖５０ｋｍ,わかやまおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04906,和歌山沖６０ｋｍ,わかやまおき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04907,和歌山沖７０ｋｍ,わかやまおき７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04908,和歌山沖８０ｋｍ,わかやまおき８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04910,和歌山沖１００ｋｍ,わかやまおき１００ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
04911,和歌山沖１１０ｋｍ,わかやまおき１１０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
05504,徳島沖４０ｋｍ,とくしまおき４０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
05505,徳島沖５０ｋｍ,とくしまおき５０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
05906,高知沖６０ｋｍ,こうちおき６０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
05907,高知沖７０ｋｍ,こうちおき７０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
05908,高知沖８０ｋｍ,こうちおき８０ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
05910,高知沖１００ｋｍ,こうちおき１００ｋｍ,,,ヘッダ部でのみ使用する簡略化した観測点名
10001,釧路,くしろ,,,
10002,根室市花咲,ねむろしはなさき,,,
10020,根室港,ねむろこう,,,
10021,浜中町霧多布港,はまなかちょうきりたっぷこう,,,
10050,釧路沖１００ｋｍＡ,くしろおき１００ｋｍＡ,,釧路沖１００ｋｍ,
10060,釧路沖８０ｋｍＡ,くしろおき８０ｋｍＡ,,釧路沖８０ｋｍ,
10061,釧路沖８０ｋｍＢ,くしろおき８０ｋｍＢ,,釧路沖８０ｋｍ,
10070,釧路沖６０ｋｍＡ,くしろおき６０ｋｍＡ,,釧路沖６０ｋｍ,
10071,根室南東沖５０ｋｍＡ,ねむろなんとうおき５０ｋｍＡ,,根室南東沖５０ｋｍ,
10072,釧路沖５０ｋｍＡ,くしろおき５０ｋｍＡ,,釧路沖５０ｋｍ,
10101,浦河,うらかわ,,,
10102,十勝港,とかちこう,,,
10103,えりも町庶野,えりもちょうしょや,,,
10150,十勝沖１００ｋｍＡ,とかちおき１００ｋｍＡ,,十勝沖１００ｋｍ,
10151,浦河沖１００ｋｍＡ,うらかわおき１００ｋｍＡ,,浦河沖１００ｋｍ,
10152,浦河沖１００ｋｍＢ,うらかわおき１００ｋｍＢ,,浦河沖１００ｋｍ,
10153,十勝沖９０ｋｍＡ,とかちおき９０ｋｍＡ,,十勝沖９０ｋｍ,
10160,十勝沖８０ｋｍＡ,とかちおき８０ｋｍＡ,,十勝沖８０ｋｍ,
10161,十勝沖８０ｋｍＢ,とかちおき８０ｋｍＢ,,十勝沖８０ｋｍ,
10162,十勝沖８０ｋｍＣ,とかちおき８０ｋｍＣ,,十勝沖８０ｋｍ,
10163,浦河沖７０ｋｍＡ,うらかわおき７０ｋｍＡ,,浦河沖７０ｋｍ,
10170,十勝沖６０ｋｍＡ,とかちおき６０ｋｍＡ,,十勝沖６０ｋｍ,
10171,浦河沖６０ｋｍＡ,うらかわおき６０ｋｍＡ,,浦河沖６０ｋｍ,
10172,浦河沖５０ｋｍＡ,うらかわおき５０ｋｍＡ,,浦河沖５０ｋｍ,
10202,函館,はこだて,,,
10203,苫小牧西港,とまこまいにしこう,,,
10204,福島町吉岡,ふくしまちょうよしおか,,,
10221,苫小牧東港,とまこまいひがしこう,,,
10222,白老港,しらおいこう,,,
10223,渡島森港,おしまもりこう,,,
10224,室蘭港,むろらんこう,,,
11001,稚内,わっかない,,,
11002,留萌,るもい,,,
11003,小樽,おたる,,,
11022,石狩湾新港,いしかりわんしんこう,,,
11023,利尻島沓形港,りしりとうくつがたこう,,,
11024,羽幌港,はぼろこう,,,
11030,小樽市忍路,おたるしおしょろ,,,
11101,寿都,すっつ,,,
11102,江差,えさし,,,
11121,瀬棚港,せたなこう,,,
11122,岩内港,いわないこう,,,
11123,奥尻島奥尻港,おくしりとうおくしりこう,,,
11130,奥尻島松江,おくしりとうまつえ,,,
12001,網走,あばしり,,,
12003,枝幸港,えさしこう,,,
12020,紋別港,もんべつこう,,,
20001,深浦,ふかうら,,,
20002,竜飛,たっぴ,,,
20090,青森深浦沖,あおもりふかうらおき,,青森深浦沖,
20102,むつ市関根浜,むつしせきねはま,,,
20120,むつ小川原港,むつおがわらこう,,,
20121,八戸港,はちのへこう,,,
20150,青森東方沖１００ｋｍＡ,あおもりとうほうおき１００ｋｍＡ,,青森東方沖１００ｋｍ,
20151,青森東方沖９０ｋｍＡ,あおもりとうほうおき９０ｋｍＡ,,青森東方沖９０ｋｍ,
20160,青森東方沖８０ｋｍＡ,あおもりとうほうおき８０ｋｍＡ,,青森東方沖８０ｋｍ,
20170,青森東方沖６０ｋｍＡ,あおもりとうほうおき６０ｋｍＡ,,青森東方沖６０ｋｍ,
20171,青森東方沖６０ｋｍＢ,あおもりとうほうおき６０ｋｍＢ,,青森東方沖６０ｋｍ,
20172,青森東方沖５０ｋｍＡ,あおもりとうほうおき５０ｋｍＡ,,青森東方沖５０ｋｍ,
20173,青森東方沖５０ｋｍＢ,あおもりとうほうおき５０ｋｍＢ,,青森東方沖５０ｋｍ,
20180,青森東方沖４０ｋｍＡ,あおもりとうほうおき４０ｋｍＡ,,青森東方沖４０ｋｍ,
20181,青森東方沖３０ｋｍＡ,あおもりとうほうおき３０ｋｍＡ,,青森東方沖３０ｋｍ,
20190,青森八戸沖,あおもりはちのへおき,,青森八戸沖,
20201,青森,あおもり,,,
20202,むつ市大湊,むつしおおみなと,,,
21001,宮古,みやこ,,,
21002,大船渡,おおふなと,,,
21003,釜石,かまいし,,,
21020,久慈港,くじこう,,,
21050,岩手沖９０ｋｍＡ,いわておき９０ｋｍＡ,,岩手沖９０ｋｍ,
21051,岩手沖９０ｋｍＢ,いわておき９０ｋｍＢ,,岩手沖９０ｋｍ,
21060,岩手沖７０ｋｍＡ,いわておき７０ｋｍＡ,,岩手沖７０ｋｍ,
21061,岩手沖８０ｋｍＡ,いわておき８０ｋｍＡ,,岩手沖８０ｋｍ,
21070,岩手沖６０ｋｍＡ,いわておき６０ｋｍＡ,,岩手沖６０ｋｍ,
21071,岩手沖６０ｋｍＢ,いわておき６０ｋｍＢ,,岩手沖６０ｋｍ,
21072,岩手沖６０ｋｍＣ,いわておき６０ｋｍＣ,,岩手沖６０ｋｍ,
21080,岩手沖４０ｋｍＡ,いわておき４０ｋｍＡ,,岩手沖４０ｋｍ,
21081,岩手沖４０ｋｍＢ,いわておき４０ｋｍＢ,,岩手沖４０ｋｍ,
21082,岩手沖４０ｋｍＣ,いわておき４０ｋｍＣ,,岩手沖４０ｋｍ,
21083,岩手沖３０ｋｍＡ,いわておき３０ｋｍＡ,,岩手沖３０ｋｍ,
21084,岩手沖３０ｋｍＢ,いわておき３０ｋｍＢ,,岩手沖３０ｋｍ,
21090,岩手釜石沖,いわてかまいしおき,,岩手釜石沖,
21091,岩手宮古沖,いわてみやこおき,,岩手宮古沖,
21092,岩手久慈沖,いわてくじおき,,岩手久慈沖,
22002,石巻市鮎川,いしのまきしあゆかわ,,,
22021,仙台港,せんだいこう,,,
22022,石巻港,いしのまきこう,,,
22050,宮城沖９０ｋｍＡ,みやぎおき９０ｋｍＡ,,宮城沖９０ｋｍ,
22060,宮城沖８０ｋｍＡ,みやぎおき８０ｋｍＡ,,宮城沖８０ｋｍ,
22061,宮城沖８０ｋｍＢ,みやぎおき８０ｋｍＢ,,宮城沖８０ｋｍ,
22070,宮城沖６０ｋｍＡ,みやぎおき６０ｋｍＡ,,宮城沖６０ｋｍ,
22071,宮城沖５０ｋｍＡ,みやぎおき５０ｋｍＡ,,宮城沖５０ｋｍ,
22072,宮城沖５０ｋｍＢ,みやぎおき５０ｋｍＢ,,宮城沖５０ｋｍ,
22080,宮城沖４０ｋｍＡ,みやぎおき４０ｋｍＡ,,宮城沖４０ｋｍ,
22081,宮城沖３０ｋｍＡ,みやぎおき３０ｋｍＡ,,宮城沖３０ｋｍ,
22090,宮城金華山沖,みやぎきんかさんおき,,宮城金華山沖,
22091,気仙沼広田湾沖,けせんぬまひろたわんおき,,気仙沼広田湾沖,
22095,宮城牡鹿沖,みやぎおしかおき,,宮城牡鹿沖,
23001,秋田,あきた,,,
23090,秋田男鹿沖,あきたおがおき,,秋田男鹿沖,
24001,酒田,さかた,,,
24030,飛島,とびしま,,,
24031,鶴岡市鼠ケ関,つるおかしねずがせき,,,
24090,山形酒田沖,やまがたさかたおき,,山形酒田沖,
25002,いわき市小名浜,いわきしおなはま,,,
25030,相馬,そうま,,,
25050,福島沖９０ｋｍＡ,ふくしまおき９０ｋｍＡ,,福島沖９０ｋｍ,
25060,福島沖７０ｋｍＡ,ふくしまおき７０ｋｍＡ,,福島沖７０ｋｍ,
25061,福島沖７０ｋｍＢ,ふくしまおき７０ｋｍＢ,,福島沖７０ｋｍ,
25070,福島沖５０ｋｍＡ,ふくしまおき５０ｋｍＡ,,福島沖５０ｋｍ,
25071,福島沖５０ｋｍＢ,ふくしまおき５０ｋｍＢ,,福島沖５０ｋｍ,
25080,福島沖３０ｋｍＡ,ふくしまおき３０ｋｍＡ,,福島沖３０ｋｍ,
25081,福島沖３０ｋｍＢ,ふくしまおき３０ｋｍＢ,,福島沖３０ｋｍ,
25090,福島小名浜沖,ふくしまおなはまおき,,福島小名浜沖,
30001,大洗,おおあらい,,,
30020,神栖市鹿島港,かみすしかしまこう,,,
30050,茨城沖９０ｋｍＡ,いばらきおき９０ｋｍＡ,,茨城沖９０ｋｍ,
30051,茨城沖９０ｋｍＢ,いばらきおき９０ｋｍＢ,,茨城沖９０ｋｍ,
30060,茨城沖７０ｋｍＡ,いばらきおき７０ｋｍＡ,,茨城沖７０ｋｍ,
30070,茨城沖６０ｋｍＡ,いばらきおき６０ｋｍＡ,,茨城沖６０ｋｍ,
30071,茨城沖５０ｋｍＡ,いばらきおき５０ｋｍＡ,,茨城沖５０ｋｍ,
30072,茨城沖５０ｋｍＢ,いばらきおき５０ｋｍＢ,,茨城沖５０ｋｍ,
30080,茨城沖４０ｋｍＡ,いばらきおき４０ｋｍＡ,,茨城沖４０ｋｍ,
30095,茨城神栖沖,いばらきかみすおき,,茨城神栖沖,
31001,銚子,ちょうし,,,
31002,勝浦市興津,かつうらしおきつ,,,
31050,千葉東方沖９０ｋｍＡ,ちばとうほうおき９０ｋｍＡ,,千葉東方沖９０ｋｍ,
31051,千葉南東沖９０ｋｍＡ,ちばなんとうおき９０ｋｍＡ,,千葉南東沖９０ｋｍ,
31060,千葉東方沖８０ｋｍＡ,ちばとうほうおき８０ｋｍＡ,,千葉東方沖８０ｋｍ,
31061,千葉南東沖８０ｋｍＡ,ちばなんとうおき８０ｋｍＡ,,千葉南東沖８０ｋｍ,
31062,千葉東方沖７０ｋｍＡ,ちばとうほうおき７０ｋｍＡ,,千葉東方沖７０ｋｍ,
31063,千葉東方沖７０ｋｍＢ,ちばとうほうおき７０ｋｍＢ,,千葉東方沖７０ｋｍ,
31070,千葉南東沖６０ｋｍＡ,ちばなんとうおき６０ｋｍＡ,,千葉南東沖６０ｋｍ,
31071,千葉東方沖６０ｋｍＡ,ちばとうほうおき６０ｋｍＡ,,千葉東方沖６０ｋｍ,
31072,千葉東方沖６０ｋｍＢ,ちばとうほうおき６０ｋｍＢ,,千葉東方沖６０ｋｍ,
31073,千葉南東沖６０ｋｍＢ,ちばなんとうおき６０ｋｍＢ,,千葉南東沖６０ｋｍ,
31074,千葉東方沖５０ｋｍＡ,ちばとうほうおき５０ｋｍＡ,,千葉東方沖５０ｋｍ,
31075,千葉東方沖５０ｋｍＢ,ちばとうほうおき５０ｋｍＢ,,千葉東方沖５０ｋｍ,
31080,千葉南東沖４０ｋｍＡ,ちばなんとうおき４０ｋｍＡ,,千葉南東沖４０ｋｍ,
31081,千葉南東沖３０ｋｍＡ,ちばなんとうおき３０ｋｍＡ,,千葉南東沖３０ｋｍ,
31082,千葉東方沖４０ｋｍＡ,ちばとうほうおき４０ｋｍＡ,,千葉東方沖４０ｋｍ,
31083,千葉南東沖３０ｋｍＢ,ちばなんとうおき３０ｋｍＢ,,千葉南東沖３０ｋｍ,
31101,館山市布良,たてやましめら,,,
31202,東京晴海,とうきょうはるみ,,,
31204,横須賀,よこすか,,,
31205,千葉,ちば,,,
31206,横浜,よこはま,,,
32001,伊豆大島岡田,いずおおしまおかだ,,,
32002,三宅島坪田,みやけじまつぼた,,,
32003,八丈島八重根,はちじょうじまやえね,,,
32004,神津島神津島港,こうづしまこうづしまこう,,,
32005,三宅島阿古,みやけじまあこ,,,
32006,八丈島神湊,はちじょうじまかみなと,,,
32101,父島二見,ちちじまふたみ,,,
32102,南鳥島,みなみとりしま,,,
33000,小田原,おだわら,,,
33001,三浦市三崎漁港,みうらしみさきぎょこう,,,
33030,三浦市油壺,みうらしあぶらつぼ,,,
33080,神奈川沖４０ｋｍ,かながわおき４０ｋｍ,,神奈川沖４０ｋｍ,
33095,神奈川相模湾沖,かながわさがみわんおき,,神奈川相模湾沖,
34001,新潟,にいがた,,,
34003,粟島,あわしま,,,
34030,柏崎市鯨波,かしわざきしくじらなみ,,,
34103,佐渡市鷲崎,さどしわしざき,,,
35001,富山,とやま,,,
35021,伏木富山港新湊,ふしきとやまこうしんみなと,,,
36001,珠洲市長橋,すずしながはし,,,
36020,輪島港,わじまこう,,,
36021,七尾港,ななおこう,,,
36101,金沢,かなざわ,,,
37003,坂井市三国,さかいしみくに,,,
37020,敦賀港,つるがこう,,,
38001,沼津市内浦,ぬまづしうちうら,,,
38002,清水,しみず,,,
38004,南伊豆町石廊崎,みなみいずちょういろうざき,,,
38005,御前崎,おまえざき,,,
38006,舞阪,まいさか,,,
38020,下田港,しもだこう,,,
38030,伊東,いとう,,,
38031,西伊豆町田子,にしいずちょうたご,,,
38032,焼津,やいづ,,,
38070,静岡沖５０ｋｍ,しずおかおき５０ｋｍ,,静岡沖５０ｋｍ,
38090,静岡御前崎沖,しずおかおまえざきおき,,静岡御前崎沖,
39001,田原市赤羽根,たはらしあかばね,,,
39090,伊勢湾口沖,いせわんこうおき,,伊勢湾口沖,
39101,名古屋,なごや,,,
39102,半田市衣浦,はんだしきぬうら,,,
39103,四日市,よっかいち,,,
39120,豊橋市三河港,とよはししみかわこう,,,
40001,鳥羽,とば,,,
40002,尾鷲,おわせ,,,
40003,熊野市遊木,くまのしゆき,,,
40050,三重南東沖９０ｋｍＡ,みえなんとうおき９０ｋｍＡ,,三重南東沖９０ｋｍ,
40060,三重南東沖８０ｋｍＡ,みえなんとうおき８０ｋｍＡ,,三重南東沖８０ｋｍ,
40061,三重南東沖８０ｋｍＢ,みえなんとうおき８０ｋｍＢ,,三重南東沖８０ｋｍ,
40062,三重南東沖８０ｋｍＣ,みえなんとうおき８０ｋｍＣ,,三重南東沖８０ｋｍ,
40063,三重南東沖７０ｋｍＡ,みえなんとうおき７０ｋｍＡ,,三重南東沖７０ｋｍ,
40070,三重南東沖６０ｋｍＡ,みえなんとうおき６０ｋｍＡ,,三重南東沖６０ｋｍ,
40071,三重南東沖６０ｋｍＢ,みえなんとうおき６０ｋｍＢ,,三重南東沖６０ｋｍ,
